item_id_a	item_id_b	mode	action	a_is_acting	score
CIDm00003025	9606.ENSP00000291295	inhibition	inhibition	t	958
9606.ENSP00000390600	CIDs00004601	inhibition	inhibition	f	958
CIDs00004601	9606.ENSP00000390600	inhibition	inhibition	t	958
9606.ENSP00000302234	CIDs00006076	activation	activation	f	900
CIDs00006076	9606.ENSP00000302234	activation	activation	t	900
9606.ENSP00000262741	CIDs00003779	activation	activation	f	958
CIDs00003779	9606.ENSP00000262741	activation	activation	t	958
9606.ENSP00000358301	CIDm00002405	inhibition	inhibition	f	997
CIDm00002405	9606.ENSP00000358301	inhibition	inhibition	t	997
9606.ENSP00000358301	CIDm00002405	binding	inhibition	f	958
CIDm00002405	9606.ENSP00000358301	binding	inhibition	t	958
CIDs00005566	9606.ENSP00000272298	inhibition	inhibition	t	990
9606.ENSP00000367992	CIDm00006254	binding	inhibition	f	900
CIDm00006254	9606.ENSP00000367992	binding	inhibition	t	900
9606.ENSP00000346768	CIDm00003209	activation	activation	f	900
CIDm00003209	9606.ENSP00000346768	activation	activation	t	900
9606.ENSP00000368766	CIDs00072286	inhibition	inhibition	f	958
CIDs00072286	9606.ENSP00000368766	inhibition	inhibition	t	958
9606.ENSP00000276198	CIDm04284720	binding	activation	f	998
CIDm04284720	9606.ENSP00000276198	binding	activation	t	998
CIDs05288826	9606.ENSP00000265572	activation	activation	t	957
9606.ENSP00000230361	CIDs00001023	binding	activation	t	900
CIDs00001023	9606.ENSP00000230361	binding	activation	f	900
9606.ENSP00000230361	CIDs00001023	binding	inhibition	t	900
CIDs00001023	9606.ENSP00000230361	binding	inhibition	f	900
9606.ENSP00000311032	CIDs00039484	activation	activation	f	907
CIDs00039484	9606.ENSP00000311032	activation	activation	t	907
9606.ENSP00000218006	CIDs00145068	activation	activation	f	900
CIDs00145068	9606.ENSP00000218006	activation	activation	t	900
CIDs00448537	9606.ENSP00000311165	activation	activation	t	957
CIDm00061672	9606.ENSP00000263967	activation	activation	t	957
9606.ENSP00000322706	CIDs00000985	activation	activation	f	900
CIDs00000985	9606.ENSP00000322706	activation	activation	t	900
9606.ENSP00000357301	CIDs00002284	binding	activation	f	991
CIDs00002284	9606.ENSP00000357301	binding	activation	t	991
9606.ENSP00000358983	CIDm00002244	inhibition	inhibition	f	998
CIDm00002244	9606.ENSP00000358983	inhibition	inhibition	t	998
CIDm00000784	9606.ENSP00000219070	activation	activation	t	999
9606.ENSP00000263119	CIDs00000271	activation	activation	f	998
CIDs00000271	9606.ENSP00000263119	activation	activation	t	998
CIDs00005757	9606.ENSP00000261769	activation	activation	t	957
9606.ENSP00000387281	CIDm00004184	inhibition	inhibition	f	958
CIDm00004184	9606.ENSP00000387281	inhibition	inhibition	t	958
CIDs00034378	9606.ENSP00000353483	inhibition	inhibition	t	957
9606.ENSP00000377900	CIDm00004599	inhibition	inhibition	f	987
CIDm00004599	9606.ENSP00000377900	inhibition	inhibition	t	987
9606.ENSP00000369375	CIDs24826799	inhibition	inhibition	f	997
CIDs24826799	9606.ENSP00000369375	inhibition	inhibition	t	997
CIDs00446378	9606.ENSP00000309124	activation	activation	t	957
9606.ENSP00000320025	CIDs00060662	inhibition	inhibition	f	991
CIDs00060662	9606.ENSP00000320025	inhibition	inhibition	t	991
9606.ENSP00000354612	CIDm54690031	inhibition	inhibition	f	987
CIDm54690031	9606.ENSP00000354612	inhibition	inhibition	t	987
9606.ENSP00000368766	CIDm00004745	activation	activation	f	958
CIDm00004745	9606.ENSP00000368766	activation	activation	t	958
CIDm00004253	9606.ENSP00000353679	activation	activation	t	998
9606.ENSP00000358983	CIDs05353431	inhibition	inhibition	f	938
CIDs05353431	9606.ENSP00000358983	inhibition	inhibition	t	938
9606.ENSP00000206249	CIDs00448537	activation	activation	f	938
CIDs00448537	9606.ENSP00000206249	activation	activation	t	938
CIDm05281708	9606.ENSP00000270202	activation	activation	t	957
CIDs06446270	9606.ENSP00000353483	activation	activation	t	957
CIDm00011009	9606.ENSP00000430620	activation	activation	t	957
9606.ENSP00000306124	CIDs00000813	activation	activation	t	900
CIDs00000813	9606.ENSP00000306124	activation	activation	f	900
9606.ENSP00000353292	CIDs00016230	inhibition	inhibition	f	998
CIDs00016230	9606.ENSP00000353292	inhibition	inhibition	t	998
CIDs10282255	9606.ENSP00000408695	activation	activation	t	957
CIDm23624255	9606.ENSP00000358548	activation	activation	t	957
CIDm00003203	9606.ENSP00000324648	activation	activation	t	999
9606.ENSP00000270474	CIDs00003108	inhibition	inhibition	f	958
CIDs00003108	9606.ENSP00000270474	inhibition	inhibition	t	958
CIDs00032014	9606.ENSP00000265171	inhibition	inhibition	t	957
9606.ENSP00000314508	CIDs00447607	inhibition	inhibition	f	938
CIDs00447607	9606.ENSP00000314508	inhibition	inhibition	t	938
CIDs00002767	9606.ENSP00000361423	activation	activation	t	990
CIDm00003823	9606.ENSP00000337915	activation	activation	t	990
CIDm00003823	9606.ENSP00000337915	inhibition	inhibition	t	990
CIDm00000702	9606.ENSP00000339527	activation	activation	t	999
9606.ENSP00000339479	CIDm00000238	binding	activation	f	900
CIDm00000238	9606.ENSP00000339479	binding	activation	t	900
9606.ENSP00000259455	CIDm00000119	binding	activation	f	991
CIDm00000119	9606.ENSP00000259455	binding	activation	t	991
CIDs05281243	9606.ENSP00000263233	inhibition	inhibition	t	957
9606.ENSP00000296861	CIDs00444899	activation	activation	f	900
CIDs00444899	9606.ENSP00000296861	activation	activation	t	900
9606.ENSP00000215832	CIDm00216239	inhibition	inhibition	f	907
CIDm00216239	9606.ENSP00000215832	inhibition	inhibition	t	907
9606.ENSP00000373169	CIDs00060795	activation	activation	f	958
CIDs00060795	9606.ENSP00000373169	activation	activation	t	958
9606.ENSP00000373169	CIDs00060795	inhibition	inhibition	f	958
CIDs00060795	9606.ENSP00000373169	inhibition	inhibition	t	958
9606.ENSP00000409378	CIDm00003158	inhibition	inhibition	f	998
CIDm00003158	9606.ENSP00000409378	inhibition	inhibition	t	998
CIDs00000271	9606.ENSP00000162023	activation	activation	t	999
9606.ENSP00000291294	CIDm00071436	inhibition	inhibition	f	991
CIDm00071436	9606.ENSP00000291294	inhibition	inhibition	t	991
CIDm25021165	9606.ENSP00000265052	inhibition	inhibition	t	957
9606.ENSP00000334134	CIDm00000961	activation	activation	t	900
CIDm00000961	9606.ENSP00000334134	activation	activation	f	900
CIDs09543705	9606.ENSP00000408695	activation	activation	t	999
9606.ENSP00000367309	CIDm00003675	inhibition	inhibition	f	991
CIDm00003675	9606.ENSP00000367309	inhibition	inhibition	t	991
9606.ENSP00000370381	CIDs00004121	inhibition	inhibition	f	958
CIDs00004121	9606.ENSP00000370381	inhibition	inhibition	t	958
CIDm00005352	9606.ENSP00000352584	inhibition	inhibition	t	990
CIDm00002519	9606.ENSP00000262352	inhibition	inhibition	t	957
CIDs00009395	9606.ENSP00000264381	inhibition	inhibition	t	975
CIDm00002160	9606.ENSP00000359635	activation	activation	t	957
CIDm00065999	9606.ENSP00000347379	activation	activation	t	957
9606.ENSP00000260762	CIDs00006830	activation	activation	f	999
CIDs00006830	9606.ENSP00000260762	activation	activation	t	999
CIDs00000271	9606.ENSP00000340874	activation	activation	t	999
CIDs16720766	9606.ENSP00000312455	inhibition	inhibition	t	998
9606.ENSP00000354859	CIDm00005355	inhibition	inhibition	f	991
CIDm00005355	9606.ENSP00000354859	inhibition	inhibition	t	991
9606.ENSP00000354859	CIDm00005355	binding	inhibition	f	958
CIDm00005355	9606.ENSP00000354859	binding	inhibition	t	958
CIDm00005311	9606.ENSP00000227507	inhibition	inhibition	t	957
CIDs00024261	9606.ENSP00000416561	activation	activation	t	957
CIDs00160355	9606.ENSP00000258743	inhibition	inhibition	t	957
CIDs51003603	9606.ENSP00000366915	inhibition	inhibition	t	990
CIDs00448537	9606.ENSP00000369547	activation	activation	t	957
9606.ENSP00000255380	CIDm00005512	inhibition	inhibition	f	991
CIDm00005512	9606.ENSP00000255380	inhibition	inhibition	t	991
9606.ENSP00000322924	CIDs00001574	binding	activation	f	998
CIDs00001574	9606.ENSP00000322924	binding	activation	t	998
CIDs00022880	9606.ENSP00000276414	activation	activation	t	957
CIDm00005372	9606.ENSP00000378306	inhibition	inhibition	t	999
9606.ENSP00000280155	CIDm00060853	inhibition	inhibition	f	958
CIDm00060853	9606.ENSP00000280155	inhibition	inhibition	t	958
9606.ENSP00000350941	CIDm00000762	activation	activation	t	998
CIDm00000762	9606.ENSP00000350941	activation	activation	f	998
9606.ENSP00000307766	CIDm00002818	inhibition	inhibition	f	991
CIDm00002818	9606.ENSP00000307766	inhibition	inhibition	t	991
9606.ENSP00000307766	CIDm00002818	binding	activation	f	991
CIDm00002818	9606.ENSP00000307766	binding	activation	t	991
9606.ENSP00000301956	CIDs00006083	activation	activation	t	900
CIDs00006083	9606.ENSP00000301956	activation	activation	f	900
9606.ENSP00000398698	CIDm00000158	activation	activation	t	907
CIDm00000158	9606.ENSP00000398698	activation	activation	f	907
9606.ENSP00000394932	CIDm00000197	inhibition	inhibition	t	900
CIDm00000197	9606.ENSP00000394932	inhibition	inhibition	f	900
CIDs00004158	9606.ENSP00000387230	activation	activation	t	998
9606.ENSP00000291295	CIDs00004768	inhibition	inhibition	f	991
CIDs00004768	9606.ENSP00000291295	inhibition	inhibition	t	991
CIDs00005533	9606.ENSP00000367959	inhibition	inhibition	t	957
CIDm00002183	9606.ENSP00000243167	binding	inhibition	t	989
9606.ENSP00000353915	CIDs06917697	activation	activation	f	958
CIDs06917697	9606.ENSP00000353915	activation	activation	t	958
CIDm00000778	9606.ENSP00000407375	inhibition	inhibition	t	999
9606.ENSP00000394624	CIDs00107847	binding	activation	f	998
CIDs00107847	9606.ENSP00000394624	binding	activation	t	998
CIDm16659841	9606.ENSP00000264657	inhibition	inhibition	t	957
9606.ENSP00000178638	CIDs00005734	inhibition	inhibition	f	958
CIDs00005734	9606.ENSP00000178638	inhibition	inhibition	t	958
9606.ENSP00000378890	CIDs00121885	inhibition	inhibition	t	900
CIDs00121885	9606.ENSP00000378890	inhibition	inhibition	f	900
9606.ENSP00000234961	CIDm00004430	binding	inhibition	f	958
CIDm00004430	9606.ENSP00000234961	binding	inhibition	t	958
CIDm00003816	9606.ENSP00000263341	activation	activation	t	957
9606.ENSP00000355627	CIDs00000312	activation	activation	f	989
CIDs00000312	9606.ENSP00000355627	activation	activation	t	989
9606.ENSP00000252999	CIDs00006830	activation	activation	t	900
CIDs00006830	9606.ENSP00000252999	activation	activation	f	900
9606.ENSP00000281455	CIDm00000231	activation	activation	f	989
CIDm00000231	9606.ENSP00000281455	activation	activation	t	989
CIDm00001103	9606.ENSP00000263341	activation	activation	t	957
9606.ENSP00000308541	CIDs00000271	activation	activation	f	900
CIDs00000271	9606.ENSP00000308541	activation	activation	t	900
CIDm00005213	9606.ENSP00000239938	activation	activation	t	957
9606.ENSP00000309259	CIDs00000750	activation	activation	t	900
CIDs00000750	9606.ENSP00000309259	activation	activation	f	900
9606.ENSP00000303540	CIDs00001775	inhibition	inhibition	f	998
CIDs00001775	9606.ENSP00000303540	inhibition	inhibition	t	998
9606.ENSP00000402152	CIDs00004870	inhibition	inhibition	f	958
CIDs00004870	9606.ENSP00000402152	inhibition	inhibition	t	958
CIDs00001598	9606.ENSP00000320239	inhibition	inhibition	t	957
CIDs00001023	9606.ENSP00000311405	inhibition	inhibition	f	989
9606.ENSP00000306490	CIDm00003114	inhibition	inhibition	f	998
CIDm00003114	9606.ENSP00000306490	inhibition	inhibition	t	998
9606.ENSP00000305372	CIDm00003779	activation	activation	f	991
CIDm00003779	9606.ENSP00000305372	activation	activation	t	991
9606.ENSP00000305372	CIDm00003779	binding	activation	f	998
CIDm00003779	9606.ENSP00000305372	binding	activation	t	998
CIDs00065064	9606.ENSP00000222381	activation	activation	t	990
CIDm00002230	9606.ENSP00000356438	activation	activation	t	990
CIDs01271002	9606.ENSP00000441691	activation	activation	t	957
CIDs05312765	9606.ENSP00000239223	activation	activation	t	957
CIDs00068570	9606.ENSP00000343925	activation	activation	t	992
9606.ENSP00000279593	CIDm00004054	inhibition	inhibition	f	991
CIDm00004054	9606.ENSP00000279593	inhibition	inhibition	t	991
CIDs00004946	9606.ENSP00000343782	inhibition	inhibition	t	960
CIDm00104865	9606.ENSP00000368683	inhibition	inhibition	t	999
9606.ENSP00000390600	CIDm00008612	inhibition	inhibition	f	958
CIDm00008612	9606.ENSP00000390600	inhibition	inhibition	t	958
9606.ENSP00000313504	CIDs00000271	binding	activation	f	998
CIDs00000271	9606.ENSP00000313504	binding	activation	t	998
9606.ENSP00000293897	CIDm00054373	binding	activation	f	999
CIDm00054373	9606.ENSP00000293897	binding	activation	t	999
9606.ENSP00000310668	CIDm00440190	activation	activation	t	900
CIDm00440190	9606.ENSP00000310668	activation	activation	f	900
9606.ENSP00000300935	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000300935	activation	activation	f	900
9606.ENSP00000287907	CIDs00005761	binding	activation	f	991
CIDs00005761	9606.ENSP00000287907	binding	activation	t	991
9606.ENSP00000289753	CIDm00197705	binding	activation	f	991
CIDm00197705	9606.ENSP00000289753	binding	activation	t	991
CIDm00002116	9606.ENSP00000356438	inhibition	inhibition	t	957
9606.ENSP00000316244	CIDm00057537	activation	activation	f	958
CIDm00057537	9606.ENSP00000316244	activation	activation	t	958
9606.ENSP00000332591	CIDs00000931	binding	activation	f	991
CIDs00000931	9606.ENSP00000332591	binding	activation	t	991
CIDs00560326	9606.ENSP00000361125	activation	activation	t	998
CIDm24776273	9606.ENSP00000367608	inhibition	inhibition	t	957
CIDm00009395	9606.ENSP00000264381	inhibition	inhibition	t	975
9606.ENSP00000260433	CIDm00004495	inhibition	inhibition	f	907
CIDm00004495	9606.ENSP00000260433	inhibition	inhibition	t	907
9606.ENSP00000355192	CIDm00002162	inhibition	inhibition	f	991
CIDm00002162	9606.ENSP00000355192	inhibition	inhibition	t	991
CIDm00015625	9606.ENSP00000369050	activation	activation	t	999
9606.ENSP00000370381	CIDs00003647	inhibition	inhibition	f	958
CIDs00003647	9606.ENSP00000370381	inhibition	inhibition	t	958
9606.ENSP00000234961	CIDm00004095	activation	activation	f	991
CIDm00004095	9606.ENSP00000234961	activation	activation	t	991
CIDm00001287	9606.ENSP00000398736	inhibition	inhibition	t	957
9606.ENSP00000231509	CIDm00002791	activation	activation	f	958
CIDm00002791	9606.ENSP00000231509	activation	activation	t	958
9606.ENSP00000265563	CIDs00066535	activation	activation	f	900
CIDs00066535	9606.ENSP00000265563	activation	activation	t	900
9606.ENSP00000322924	CIDs00107780	binding	activation	f	998
CIDs00107780	9606.ENSP00000322924	binding	activation	t	998
CIDs11973122	9606.ENSP00000309124	inhibition	inhibition	t	998
9606.ENSP00000263274	CIDs05360373	inhibition	inhibition	f	958
CIDs05360373	9606.ENSP00000263274	inhibition	inhibition	t	958
CIDm00012547	9606.ENSP00000368104	inhibition	inhibition	t	957
CIDs00006013	9606.ENSP00000412237	activation	activation	t	957
9606.ENSP00000335544	CIDs05311016	binding	activation	f	998
CIDs05311016	9606.ENSP00000335544	binding	activation	t	998
9606.ENSP00000358595	CIDm00022069	activation	activation	t	900
CIDm00022069	9606.ENSP00000358595	activation	activation	f	900
9606.ENSP00000411593	CIDm00003226	activation	activation	f	991
CIDm00003226	9606.ENSP00000411593	activation	activation	t	991
CIDm00001912	9606.ENSP00000333496	activation	activation	t	990
9606.ENSP00000288135	CIDm03086686	inhibition	inhibition	f	998
CIDm03086686	9606.ENSP00000288135	inhibition	inhibition	t	998
CIDs00005538	9606.ENSP00000332296	activation	activation	t	957
CIDm00030623	9606.ENSP00000260356	activation	activation	t	957
CIDs00002551	9606.ENSP00000338345	activation	activation	t	990
9606.ENSP00000343782	CIDm00002783	activation	activation	f	958
CIDm00002783	9606.ENSP00000343782	activation	activation	t	958
9606.ENSP00000231509	CIDs00441335	activation	activation	f	991
CIDs00441335	9606.ENSP00000231509	activation	activation	t	991
9606.ENSP00000301974	CIDm00107756	binding	inhibition	f	991
CIDm00107756	9606.ENSP00000301974	binding	inhibition	t	991
CIDs05280754	9606.ENSP00000416330	activation	activation	t	957
9606.ENSP00000258400	CIDm00005568	inhibition	inhibition	f	998
CIDm00005568	9606.ENSP00000258400	inhibition	inhibition	t	998
9606.ENSP00000345502	CIDm00005092	inhibition	inhibition	f	958
CIDm00005092	9606.ENSP00000345502	inhibition	inhibition	t	958
9606.ENSP00000357066	CIDm00000275	binding	inhibition	f	900
CIDm00000275	9606.ENSP00000357066	binding	inhibition	t	900
CIDs00001003	9606.ENSP00000268695	binding	inhibition	t	989
CIDs00003830	9606.ENSP00000363779	activation	activation	t	957
9606.ENSP00000280097	CIDs00002165	inhibition	inhibition	f	991
CIDs00002165	9606.ENSP00000280097	inhibition	inhibition	t	991
9606.ENSP00000280097	CIDs00002165	binding	inhibition	f	900
CIDs00002165	9606.ENSP00000280097	binding	inhibition	t	900
CIDs00003961	9606.ENSP00000273430	inhibition	inhibition	t	999
CIDs00002519	9606.ENSP00000338345	activation	activation	t	905
9606.ENSP00000387281	CIDm00156326	inhibition	inhibition	f	958
CIDm00156326	9606.ENSP00000387281	inhibition	inhibition	t	958
9606.ENSP00000254079	CIDm00000238	inhibition	inhibition	t	900
CIDm00000238	9606.ENSP00000254079	inhibition	inhibition	f	900
9606.ENSP00000287936	CIDm00003931	activation	activation	f	900
CIDm00003931	9606.ENSP00000287936	activation	activation	t	900
9606.ENSP00000353731	CIDs04369359	inhibition	inhibition	f	999
CIDs04369359	9606.ENSP00000353731	inhibition	inhibition	t	999
9606.ENSP00000231509	CIDs00443980	activation	activation	f	958
CIDs00443980	9606.ENSP00000231509	activation	activation	t	958
9606.ENSP00000382697	CIDm00448043	inhibition	inhibition	f	958
CIDm00448043	9606.ENSP00000382697	inhibition	inhibition	t	958
CIDs00014985	9606.ENSP00000255030	inhibition	inhibition	t	990
CIDs00005757	9606.ENSP00000396259	activation	activation	t	957
9606.ENSP00000292513	CIDs06436393	binding	activation	f	998
CIDs06436393	9606.ENSP00000292513	binding	activation	t	998
9606.ENSP00000363643	CIDm00000812	binding	activation	f	958
CIDm00000812	9606.ENSP00000363643	binding	activation	t	958
9606.ENSP00000349320	CIDm00003333	inhibition	inhibition	f	991
CIDm00003333	9606.ENSP00000349320	inhibition	inhibition	t	991
9606.ENSP00000276198	CIDm03654103	binding	activation	f	998
CIDm03654103	9606.ENSP00000276198	binding	activation	t	998
9606.ENSP00000366233	CIDs00013818	binding	activation	f	991
CIDs00013818	9606.ENSP00000366233	binding	activation	t	991
9606.ENSP00000285379	CIDs00002315	inhibition	inhibition	f	958
CIDs00002315	9606.ENSP00000285379	inhibition	inhibition	t	958
9606.ENSP00000367959	CIDm00001809	binding	activation	f	998
CIDm00001809	9606.ENSP00000367959	binding	activation	t	998
CIDs06437622	9606.ENSP00000350785	activation	activation	t	990
9606.ENSP00000258400	CIDs03654103	binding	activation	f	998
CIDs03654103	9606.ENSP00000258400	binding	activation	t	998
9606.ENSP00000358511	CIDs00644022	binding	activation	f	991
CIDs00644022	9606.ENSP00000358511	binding	activation	t	991
9606.ENSP00000357669	CIDm00010026	activation	activation	f	958
CIDm00010026	9606.ENSP00000357669	activation	activation	t	958
9606.ENSP00000274335	CIDs00003779	activation	activation	f	958
CIDs00003779	9606.ENSP00000274335	activation	activation	t	958
CIDs00003339	9606.ENSP00000263341	activation	activation	t	957
CIDm00054454	9606.ENSP00000248553	activation	activation	t	957
9606.ENSP00000206262	CIDm00000730	activation	activation	t	900
CIDm00000730	9606.ENSP00000206262	activation	activation	f	900
CIDs00108097	9606.ENSP00000264657	activation	activation	t	957
CIDm00644088	9606.ENSP00000355759	activation	activation	t	957
CIDs00104794	9606.ENSP00000306512	inhibition	inhibition	t	990
9606.ENSP00000268251	CIDm00003121	inhibition	inhibition	f	999
CIDm00003121	9606.ENSP00000268251	inhibition	inhibition	t	999
9606.ENSP00000434516	CIDs00000985	activation	activation	f	900
CIDs00000985	9606.ENSP00000434516	activation	activation	t	900
9606.ENSP00000327652	CIDm00005454	inhibition	inhibition	f	998
CIDm00005454	9606.ENSP00000327652	inhibition	inhibition	t	998
CIDs49800003	9606.ENSP00000222390	activation	activation	t	957
9606.ENSP00000329357	CIDm00000231	activation	activation	f	900
CIDm00000231	9606.ENSP00000329357	activation	activation	t	900
CIDs00001166	9606.ENSP00000308361	activation	activation	t	999
CIDm00000191	9606.ENSP00000269305	activation	activation	t	998
9606.ENSP00000231509	CIDm00003382	activation	activation	f	958
CIDm00003382	9606.ENSP00000231509	activation	activation	t	958
9606.ENSP00000319984	CIDm00060795	inhibition	inhibition	f	958
CIDm00060795	9606.ENSP00000319984	inhibition	inhibition	t	958
CIDs09848818	9606.ENSP00000387699	activation	activation	t	957
CIDm00004196	9606.ENSP00000262999	activation	activation	t	957
CIDm00051577	9606.ENSP00000387662	activation	activation	t	957
CIDm00004016	9606.ENSP00000306245	activation	activation	t	957
9606.ENSP00000327801	CIDm05460048	activation	activation	t	900
CIDm05460048	9606.ENSP00000327801	activation	activation	f	900
9606.ENSP00000302441	CIDs00026218	binding	inhibition	f	900
CIDs00026218	9606.ENSP00000302441	binding	inhibition	t	900
CIDm00002250	9606.ENSP00000361125	activation	activation	t	990
CIDm00002250	9606.ENSP00000361125	inhibition	inhibition	t	957
9606.ENSP00000307445	CIDm00159476	binding	inhibition	f	998
CIDm00159476	9606.ENSP00000307445	binding	inhibition	t	998
9606.ENSP00000319984	CIDm00154058	inhibition	inhibition	f	958
CIDm00154058	9606.ENSP00000319984	inhibition	inhibition	t	958
9606.ENSP00000265572	CIDs05284371	activation	activation	f	991
CIDs05284371	9606.ENSP00000265572	activation	activation	t	991
CIDm00005591	9606.ENSP00000297494	activation	activation	t	957
9606.ENSP00000313661	CIDm00197705	binding	activation	f	991
CIDm00197705	9606.ENSP00000313661	binding	activation	t	991
9606.ENSP00000227868	CIDm00000181	activation	activation	f	900
CIDm00000181	9606.ENSP00000227868	activation	activation	t	900
CIDs00000283	9606.ENSP00000250018	activation	activation	t	957
9606.ENSP00000322909	CIDs05280934	activation	activation	f	900
CIDs05280934	9606.ENSP00000322909	activation	activation	t	900
9606.ENSP00000311032	CIDs00002662	activation	activation	f	974
CIDs00002662	9606.ENSP00000311032	activation	activation	t	974
9606.ENSP00000358414	CIDm00000985	activation	activation	f	900
CIDm00000985	9606.ENSP00000358414	activation	activation	t	900
9606.ENSP00000368766	CIDs00148842	binding	inhibition	f	958
CIDs00148842	9606.ENSP00000368766	binding	inhibition	t	958
CIDm00002900	9606.ENSP00000302665	inhibition	inhibition	t	957
9606.ENSP00000376776	CIDm00003117	inhibition	inhibition	f	987
CIDm00003117	9606.ENSP00000376776	inhibition	inhibition	t	987
CIDs00124361	9606.ENSP00000229239	inhibition	inhibition	t	957
CIDs00446156	9606.ENSP00000361405	inhibition	inhibition	t	990
CIDs00005360	9606.ENSP00000269305	activation	activation	t	957
CIDm00005645	9606.ENSP00000254227	activation	activation	t	998
CIDs00005839	9606.ENSP00000223095	activation	activation	t	999
CIDm05280343	9606.ENSP00000356438	inhibition	inhibition	t	999
CIDm00000450	9606.ENSP00000356162	activation	activation	t	999
CIDm00000450	9606.ENSP00000356162	inhibition	inhibition	t	998
9606.ENSP00000312999	CIDm00001023	inhibition	inhibition	t	900
CIDm00001023	9606.ENSP00000312999	inhibition	inhibition	f	900
9606.ENSP00000266376	CIDm00060662	inhibition	inhibition	f	991
CIDm00060662	9606.ENSP00000266376	inhibition	inhibition	t	991
CIDm00005005	9606.ENSP00000290866	inhibition	inhibition	t	957
9606.ENSP00000377040	CIDm00001087	binding	inhibition	f	900
CIDm00001087	9606.ENSP00000377040	binding	inhibition	t	900
CIDs00002758	9606.ENSP00000323926	activation	activation	t	990
9606.ENSP00000260402	CIDm00000271	binding	activation	f	900
CIDm00000271	9606.ENSP00000260402	binding	activation	t	900
9606.ENSP00000271555	CIDm00000271	activation	activation	f	999
CIDm00000271	9606.ENSP00000271555	activation	activation	t	999
9606.ENSP00000315644	CIDm00213022	inhibition	inhibition	f	997
CIDm00213022	9606.ENSP00000315644	inhibition	inhibition	t	997
9606.ENSP00000297494	CIDm00000833	activation	activation	t	900
CIDm00000833	9606.ENSP00000297494	activation	activation	f	900
CIDm00160517	9606.ENSP00000361850	inhibition	inhibition	t	957
CIDm00000197	9606.ENSP00000263686	activation	activation	t	957
9606.ENSP00000334134	CIDs00001003	activation	activation	t	900
CIDs00001003	9606.ENSP00000334134	activation	activation	f	900
9606.ENSP00000372750	CIDm00002551	binding	activation	f	998
CIDm00002551	9606.ENSP00000372750	binding	activation	t	998
CIDm09988319	9606.ENSP00000287820	activation	activation	t	957
9606.ENSP00000292513	CIDm00003231	binding	activation	f	998
CIDm00003231	9606.ENSP00000292513	binding	activation	t	998
CIDs11228183	9606.ENSP00000326119	activation	activation	t	957
9606.ENSP00000385806	CIDm00002315	activation	activation	f	958
CIDm00002315	9606.ENSP00000385806	activation	activation	t	958
CIDm00000238	9606.ENSP00000342952	inhibition	inhibition	f	989
CIDm00000965	9606.ENSP00000312029	activation	activation	t	957
9606.ENSP00000312664	CIDs00148123	activation	activation	f	907
CIDs00148123	9606.ENSP00000312664	activation	activation	t	907
9606.ENSP00000354612	CIDs00004781	inhibition	inhibition	f	991
CIDs00004781	9606.ENSP00000354612	inhibition	inhibition	t	991
9606.ENSP00000345096	CIDs00124908	binding	inhibition	f	900
CIDs00124908	9606.ENSP00000345096	binding	inhibition	t	900
CIDm00004680	9606.ENSP00000262186	inhibition	inhibition	t	990
CIDm00000762	9606.ENSP00000384675	activation	activation	f	989
9606.ENSP00000276925	CIDs00005957	inhibition	inhibition	t	900
CIDs00005957	9606.ENSP00000276925	inhibition	inhibition	f	900
9606.ENSP00000356448	CIDm00440190	activation	activation	t	900
CIDm00440190	9606.ENSP00000356448	activation	activation	f	900
CIDs00444795	9606.ENSP00000297991	activation	activation	t	957
9606.ENSP00000357883	CIDm09812414	binding	activation	f	900
CIDm09812414	9606.ENSP00000357883	binding	activation	t	900
CIDs45266910	9606.ENSP00000250124	activation	activation	f	989
9606.ENSP00000302846	CIDs05280360	activation	activation	f	997
CIDs05280360	9606.ENSP00000302846	activation	activation	t	997
CIDm00000846	9606.ENSP00000261769	activation	activation	t	957
9606.ENSP00000328968	CIDm00038945	inhibition	inhibition	f	998
CIDm00038945	9606.ENSP00000328968	inhibition	inhibition	t	998
CIDs00004091	9606.ENSP00000369050	inhibition	inhibition	t	957
9606.ENSP00000377040	CIDs00020048	binding	inhibition	f	900
CIDs00020048	9606.ENSP00000377040	binding	inhibition	t	900
CIDs00004091	9606.ENSP00000368880	inhibition	inhibition	t	990
9606.ENSP00000350005	CIDm00077998	activation	activation	f	900
CIDm00077998	9606.ENSP00000350005	activation	activation	t	900
CIDm00002524	9606.ENSP00000263339	activation	activation	t	990
CIDm00004253	9606.ENSP00000356438	activation	activation	t	957
9606.ENSP00000258400	CIDm00002689	binding	activation	f	958
CIDm00002689	9606.ENSP00000258400	binding	activation	t	958
9606.ENSP00000297494	CIDm00000271	activation	activation	f	999
CIDm00000271	9606.ENSP00000297494	activation	activation	t	999
CIDs05281767	9606.ENSP00000222553	inhibition	inhibition	t	957
CIDm00037783	9606.ENSP00000263341	inhibition	inhibition	t	957
CIDs00006076	9606.ENSP00000359663	activation	activation	t	957
9606.ENSP00000382697	CIDm00003547	inhibition	inhibition	f	958
CIDm00003547	9606.ENSP00000382697	inhibition	inhibition	t	958
CIDs00005757	9606.ENSP00000265643	activation	activation	t	990
CIDs00003386	9606.ENSP00000353820	inhibition	inhibition	t	957
9606.ENSP00000369960	CIDm00208898	inhibition	inhibition	f	998
