item_id_a	item_id_b	mode	action	a_is_acting	score
CIDm00001413	9606.ENSP00000307445	binding	activation	t	998
9606.ENSP00000234961	CIDs00002160	activation	activation	f	998
CIDs00002160	9606.ENSP00000234961	activation	activation	t	998
9606.ENSP00000288139	CIDm00003333	inhibition	inhibition	f	991
CIDm00003333	9606.ENSP00000288139	inhibition	inhibition	t	991
CIDm00000932	9606.ENSP00000260630	inhibition	inhibition	t	957
CIDs00001023	9606.ENSP00000260600	inhibition	inhibition	f	989
9606.ENSP00000254508	CIDs00008977	activation	activation	t	989
CIDs00008977	9606.ENSP00000254508	activation	activation	f	989
CIDs00024360	9606.ENSP00000374357	activation	activation	t	998
9606.ENSP00000265896	CIDs01549007	inhibition	inhibition	f	991
CIDs01549007	9606.ENSP00000265896	inhibition	inhibition	t	991
9606.ENSP00000337949	CIDs00071360	inhibition	inhibition	f	958
CIDs00071360	9606.ENSP00000337949	inhibition	inhibition	t	958
9606.ENSP00000311032	CIDs11210478	activation	activation	f	907
CIDs11210478	9606.ENSP00000311032	activation	activation	t	907
9606.ENSP00000336528	CIDs05281873	activation	activation	f	907
CIDs05281873	9606.ENSP00000336528	activation	activation	t	907
CIDm00000932	9606.ENSP00000260010	inhibition	inhibition	t	999
9606.ENSP00000338283	CIDm00003209	activation	activation	f	900
CIDm00003209	9606.ENSP00000338283	activation	activation	t	900
CIDm00002250	9606.ENSP00000229402	inhibition	inhibition	t	957
CIDs00006830	9606.ENSP00000248901	activation	activation	f	989
CIDs00047289	9606.ENSP00000361125	activation	activation	t	990
CIDm24856436	9606.ENSP00000402084	inhibition	inhibition	t	957
9606.ENSP00000353679	CIDs05362417	inhibition	inhibition	f	958
CIDs05362417	9606.ENSP00000353679	inhibition	inhibition	t	958
CIDs00000177	9606.ENSP00000307252	activation	activation	t	957
9606.ENSP00000394624	CIDm00107847	binding	activation	f	998
CIDm00107847	9606.ENSP00000394624	binding	activation	t	998
9606.ENSP00000339095	CIDm00000238	activation	activation	f	900
CIDm00000238	9606.ENSP00000339095	activation	activation	t	900
CIDs00005538	9606.ENSP00000365380	activation	activation	t	990
CIDs04273754	9606.ENSP00000279488	activation	activation	t	957
9606.ENSP00000227665	CIDs00446284	activation	activation	f	900
CIDs00446284	9606.ENSP00000227665	activation	activation	t	900
9606.ENSP00000411532	CIDs00101526	inhibition	inhibition	f	958
CIDs00101526	9606.ENSP00000411532	inhibition	inhibition	t	958
CIDm00000283	9606.ENSP00000262735	activation	activation	t	999
9606.ENSP00000349595	CIDs00000271	activation	activation	t	900
CIDs00000271	9606.ENSP00000349595	activation	activation	f	900
CIDm00005038	9606.ENSP00000464149	inhibition	inhibition	t	998
9606.ENSP00000268695	CIDm00000312	binding	inhibition	f	989
CIDm00000312	9606.ENSP00000268695	binding	inhibition	t	989
9606.ENSP00000313661	CIDm00001809	binding	activation	f	998
CIDm00001809	9606.ENSP00000313661	binding	activation	t	998
CIDs00000137	9606.ENSP00000356110	activation	activation	t	957
9606.ENSP00000354859	CIDs00002170	inhibition	inhibition	f	991
CIDs00002170	9606.ENSP00000354859	inhibition	inhibition	t	991
CIDs00174174	9606.ENSP00000321106	inhibition	inhibition	t	990
CIDs00002821	9606.ENSP00000306245	inhibition	inhibition	t	957
9606.ENSP00000337825	CIDm24826799	inhibition	inhibition	f	997
CIDm24826799	9606.ENSP00000337825	inhibition	inhibition	t	997
9606.ENSP00000419361	CIDs00000271	binding	activation	f	900
CIDs00000271	9606.ENSP00000419361	binding	activation	t	900
CIDm00003054	9606.ENSP00000263341	inhibition	inhibition	t	957
CIDm00005056	9606.ENSP00000242786	inhibition	inhibition	t	957
CIDs00123631	9606.ENSP00000435591	inhibition	inhibition	t	957
CIDm00000307	9606.ENSP00000356438	inhibition	inhibition	t	957
9606.ENSP00000326022	CIDm00000274	activation	activation	f	900
CIDm00000274	9606.ENSP00000326022	activation	activation	t	900
9606.ENSP00000387281	CIDm00060612	binding	activation	f	999
CIDm00060612	9606.ENSP00000387281	binding	activation	t	999
9606.ENSP00000358301	CIDs00071754	binding	activation	f	998
CIDs00071754	9606.ENSP00000358301	binding	activation	t	998
9606.ENSP00000300056	CIDs00444899	activation	activation	f	900
CIDs00444899	9606.ENSP00000300056	activation	activation	t	900
CIDs00036462	9606.ENSP00000270202	activation	activation	t	957
9606.ENSP00000344173	CIDs06324636	binding	inhibition	f	991
CIDs06324636	9606.ENSP00000344173	binding	inhibition	t	991
9606.ENSP00000408695	CIDm00005376	inhibition	inhibition	f	900
CIDm00005376	9606.ENSP00000408695	inhibition	inhibition	t	900
9606.ENSP00000333638	CIDm00010413	activation	activation	f	998
CIDm00010413	9606.ENSP00000333638	activation	activation	t	998
9606.ENSP00000319984	CIDs03086654	inhibition	inhibition	f	991
CIDs03086654	9606.ENSP00000319984	inhibition	inhibition	t	991
9606.ENSP00000261707	CIDm00002160	inhibition	inhibition	f	998
CIDm00002160	9606.ENSP00000261707	inhibition	inhibition	t	998
CIDm00000784	9606.ENSP00000258743	activation	activation	t	999
CIDs00005538	9606.ENSP00000363965	activation	activation	t	957
CIDs00004201	9606.ENSP00000265171	activation	activation	t	957
9606.ENSP00000349467	CIDs00003372	inhibition	inhibition	f	991
CIDs00003372	9606.ENSP00000349467	inhibition	inhibition	t	991
9606.ENSP00000327652	CIDm00000836	activation	activation	f	991
CIDm00000836	9606.ENSP00000327652	activation	activation	t	991
9606.ENSP00000372326	CIDs00000750	activation	activation	t	900
CIDs00000750	9606.ENSP00000372326	activation	activation	f	900
CIDs00000264	9606.ENSP00000335620	activation	activation	t	990
CIDs00005291	9606.ENSP00000339428	inhibition	inhibition	t	957
CIDm00000160	9606.ENSP00000258743	activation	activation	t	999
9606.ENSP00000358301	CIDs00002249	inhibition	inhibition	f	997
CIDs00002249	9606.ENSP00000358301	inhibition	inhibition	t	997
9606.ENSP00000305372	CIDs00004946	inhibition	inhibition	f	998
CIDs00004946	9606.ENSP00000305372	inhibition	inhibition	t	998
9606.ENSP00000298472	CIDs00005825	activation	activation	f	958
CIDs00005825	9606.ENSP00000298472	activation	activation	t	958
9606.ENSP00000240139	CIDs00000271	activation	activation	f	999
CIDs00000271	9606.ENSP00000240139	activation	activation	t	999
CIDm00000784	9606.ENSP00000302665	inhibition	inhibition	t	957
CIDs00006212	9606.ENSP00000262186	inhibition	inhibition	t	957
9606.ENSP00000385026	CIDm00002968	activation	activation	f	958
CIDm00002968	9606.ENSP00000385026	activation	activation	t	958
9606.ENSP00000287907	CIDs00001220	binding	activation	f	991
CIDs00001220	9606.ENSP00000287907	binding	activation	t	991
CIDs05288826	9606.ENSP00000356213	inhibition	inhibition	t	957
CIDs00005538	9606.ENSP00000301464	activation	activation	t	957
9606.ENSP00000371067	CIDs00006022	inhibition	inhibition	t	989
CIDs00006022	9606.ENSP00000371067	inhibition	inhibition	f	989
9606.ENSP00000371067	CIDs00006022	activation	activation	t	900
CIDs00006022	9606.ENSP00000371067	activation	activation	f	900
9606.ENSP00000376177	CIDs00021810	binding	activation	f	991
CIDs00021810	9606.ENSP00000376177	binding	activation	t	991
CIDm00001912	9606.ENSP00000363284	inhibition	inhibition	t	957
9606.ENSP00000336630	CIDm04469580	binding	activation	f	998
CIDm04469580	9606.ENSP00000336630	binding	activation	t	998
9606.ENSP00000345096	CIDm00005064	inhibition	inhibition	f	991
CIDm00005064	9606.ENSP00000345096	inhibition	inhibition	t	991
CIDs12001014	9606.ENSP00000337915	inhibition	inhibition	t	957
9606.ENSP00000354612	CIDs00002581	inhibition	inhibition	f	958
CIDs00002581	9606.ENSP00000354612	inhibition	inhibition	t	958
CIDm00003453	9606.ENSP00000361850	inhibition	inhibition	t	957
9606.ENSP00000288602	CIDs11167602	inhibition	inhibition	f	991
CIDs11167602	9606.ENSP00000288602	inhibition	inhibition	t	991
9606.ENSP00000359285	CIDs00002163	inhibition	inhibition	f	958
CIDs00002163	9606.ENSP00000359285	inhibition	inhibition	t	958
CIDm00003310	9606.ENSP00000270202	activation	activation	t	957
9606.ENSP00000331574	CIDs00003333	inhibition	inhibition	f	991
CIDs00003333	9606.ENSP00000331574	inhibition	inhibition	t	991
9606.ENSP00000348897	CIDm00005735	activation	activation	f	958
CIDm00005735	9606.ENSP00000348897	activation	activation	t	958
CIDm00000177	9606.ENSP00000360683	inhibition	inhibition	t	999
CIDs00002214	9606.ENSP00000361125	inhibition	inhibition	t	990
9606.ENSP00000297313	CIDs00006830	activation	activation	t	989
CIDs00006830	9606.ENSP00000297313	activation	activation	f	989
9606.ENSP00000176183	CIDs00054746	activation	activation	f	958
CIDs00054746	9606.ENSP00000176183	activation	activation	t	958
9606.ENSP00000273359	CIDs00000255	binding	inhibition	f	900
CIDs00000255	9606.ENSP00000273359	binding	inhibition	t	900
9606.ENSP00000273430	CIDm00060921	inhibition	inhibition	f	958
CIDm00060921	9606.ENSP00000273430	inhibition	inhibition	t	958
9606.ENSP00000273430	CIDm00060921	binding	inhibition	f	958
CIDm00060921	9606.ENSP00000273430	binding	inhibition	t	958
9606.ENSP00000306490	CIDs00004848	inhibition	inhibition	f	958
CIDs00004848	9606.ENSP00000306490	inhibition	inhibition	t	958
CIDs00644066	9606.ENSP00000312189	inhibition	inhibition	t	999
9606.ENSP00000358730	CIDm00104795	binding	activation	f	999
CIDm00104795	9606.ENSP00000358730	binding	activation	t	999
CIDm00004253	9606.ENSP00000244007	activation	activation	t	957
CIDs00445154	9606.ENSP00000360683	inhibition	inhibition	t	957
9606.ENSP00000234961	CIDs00119319	binding	activation	f	998
CIDs00119319	9606.ENSP00000234961	binding	activation	t	998
9606.ENSP00000262741	CIDm00003779	activation	activation	f	958
CIDm00003779	9606.ENSP00000262741	activation	activation	t	958
CIDm00002554	9606.ENSP00000367959	activation	activation	t	999
CIDm00005538	9606.ENSP00000231572	activation	activation	t	957
9606.ENSP00000386741	CIDm00000730	activation	activation	t	900
CIDm00000730	9606.ENSP00000386741	activation	activation	f	900
CIDs00005917	9606.ENSP00000306245	activation	activation	t	999
CIDm00004829	9606.ENSP00000320709	activation	activation	t	999
CIDm00021632	9606.ENSP00000354511	inhibition	inhibition	t	999
CIDm00123015	9606.ENSP00000369050	activation	activation	t	957
CIDs00445154	9606.ENSP00000361021	activation	activation	t	999
CIDm00000942	9606.ENSP00000282441	activation	activation	t	957
9606.ENSP00000381333	CIDs05311055	inhibition	inhibition	f	958
CIDs05311055	9606.ENSP00000381333	inhibition	inhibition	t	958
9606.ENSP00000326627	CIDm00000923	inhibition	inhibition	t	900
CIDm00000923	9606.ENSP00000326627	inhibition	inhibition	f	900
CIDs46873829	9606.ENSP00000428924	activation	activation	t	990
CIDs00008977	9606.ENSP00000254508	activation	activation	f	989
9606.ENSP00000269305	CIDs00036462	activation	activation	f	907
CIDs00036462	9606.ENSP00000269305	activation	activation	t	907
CIDs00002797	9606.ENSP00000320709	activation	activation	t	990
CIDs05280453	9606.ENSP00000370473	activation	activation	t	990
CIDm00005510	9606.ENSP00000231449	inhibition	inhibition	t	957
9606.ENSP00000356438	CIDs00004044	inhibition	inhibition	f	991
CIDs00004044	9606.ENSP00000356438	inhibition	inhibition	t	991
9606.ENSP00000356438	CIDm00123619	inhibition	inhibition	f	999
CIDm00123619	9606.ENSP00000356438	inhibition	inhibition	t	999
9606.ENSP00000266376	CIDm00003784	inhibition	inhibition	f	958
CIDm00003784	9606.ENSP00000266376	inhibition	inhibition	t	958
9606.ENSP00000369050	CIDm00002361	activation	activation	f	918
CIDm00002361	9606.ENSP00000369050	activation	activation	t	918
CIDs00005538	9606.ENSP00000297261	activation	activation	t	957
CIDm00114778	9606.ENSP00000329357	inhibition	inhibition	t	957
9606.ENSP00000343027	CIDs00001023	inhibition	inhibition	t	900
CIDs00001023	9606.ENSP00000343027	inhibition	inhibition	f	900
9606.ENSP00000354558	CIDs70789204	inhibition	inhibition	f	958
CIDs70789204	9606.ENSP00000354558	inhibition	inhibition	t	958
9606.ENSP00000364252	CIDs00003715	inhibition	inhibition	f	998
CIDs00003715	9606.ENSP00000364252	inhibition	inhibition	t	998
9606.ENSP00000368766	CIDs00004473	inhibition	inhibition	f	991
CIDs00004473	9606.ENSP00000368766	inhibition	inhibition	t	991
CIDm00003386	9606.ENSP00000221485	activation	activation	t	957
9606.ENSP00000219833	CIDm00060834	inhibition	inhibition	f	958
CIDm00060834	9606.ENSP00000219833	inhibition	inhibition	t	958
9606.ENSP00000262186	CIDs00002585	inhibition	inhibition	f	997
CIDs00002585	9606.ENSP00000262186	inhibition	inhibition	t	997
CIDs00000283	9606.ENSP00000369654	activation	activation	t	999
CIDm05494449	9606.ENSP00000269305	activation	activation	t	957
9606.ENSP00000358595	CIDs00000783	activation	activation	t	900
CIDs00000783	9606.ENSP00000358595	activation	activation	f	900
9606.ENSP00000354859	CIDm00002818	inhibition	inhibition	f	998
CIDm00002818	9606.ENSP00000354859	inhibition	inhibition	t	998
9606.ENSP00000277120	CIDm00002160	activation	activation	f	998
CIDm00002160	9606.ENSP00000277120	activation	activation	t	998
9606.ENSP00000308741	CIDm00004973	inhibition	inhibition	f	900
CIDm00004973	9606.ENSP00000308741	inhibition	inhibition	t	900
CIDs05280443	9606.ENSP00000230056	inhibition	inhibition	t	957
9606.ENSP00000384273	CIDm00001444	inhibition	inhibition	f	907
CIDm00001444	9606.ENSP00000384273	inhibition	inhibition	t	907
9606.ENSP00000360541	CIDs00000985	activation	activation	f	900
CIDs00000985	9606.ENSP00000360541	activation	activation	t	900
9606.ENSP00000341390	CIDs00068873	inhibition	inhibition	f	958
CIDs00068873	9606.ENSP00000341390	inhibition	inhibition	t	958
9606.ENSP00000309771	CIDm00005360	binding	inhibition	f	991
CIDm00005360	9606.ENSP00000309771	binding	inhibition	t	991
CIDm00003712	9606.ENSP00000381607	activation	activation	t	957
9606.ENSP00000290866	CIDs05362129	inhibition	inhibition	f	999
CIDs05362129	9606.ENSP00000290866	inhibition	inhibition	t	999
9606.ENSP00000345702	CIDs00000985	activation	activation	f	998
CIDs00000985	9606.ENSP00000345702	activation	activation	t	998
9606.ENSP00000306662	CIDs00002818	inhibition	inhibition	f	991
CIDs00002818	9606.ENSP00000306662	inhibition	inhibition	t	991
CIDs00174174	9606.ENSP00000331358	inhibition	inhibition	t	957
CIDm00145068	9606.ENSP00000264424	activation	activation	t	989
CIDs00002756	9606.ENSP00000256509	inhibition	inhibition	t	990
9606.ENSP00000358595	CIDm00000783	activation	activation	t	900
CIDm00000783	9606.ENSP00000358595	activation	activation	f	900
CIDm00003594	9606.ENSP00000216117	activation	activation	t	990
CIDm00006466	9606.ENSP00000254719	activation	activation	t	957
9606.ENSP00000347046	CIDs00003108	inhibition	inhibition	f	987
CIDs00003108	9606.ENSP00000347046	inhibition	inhibition	t	987
9606.ENSP00000386331	CIDs11699609	activation	activation	t	900
CIDs11699609	9606.ENSP00000386331	activation	activation	f	900
CIDm00068289	9606.ENSP00000356438	inhibition	inhibition	t	990
9606.ENSP00000216629	CIDs00164234	binding	activation	f	998
CIDs00164234	9606.ENSP00000216629	binding	activation	t	998
9606.ENSP00000451030	CIDs00006830	activation	activation	t	900
CIDs00006830	9606.ENSP00000451030	activation	activation	f	900
CIDs00000896	9606.ENSP00000307786	inhibition	inhibition	t	957
9606.ENSP00000360406	CIDm00002520	inhibition	inhibition	f	991
CIDm00002520	9606.ENSP00000360406	inhibition	inhibition	t	991
CIDm00000702	9606.ENSP00000268035	inhibition	inhibition	t	999
9606.ENSP00000363822	CIDm00091649	inhibition	inhibition	f	938
CIDm00091649	9606.ENSP00000363822	inhibition	inhibition	t	938
9606.ENSP00000315011	CIDm16004692	inhibition	inhibition	f	991
CIDm16004692	9606.ENSP00000315011	inhibition	inhibition	t	991
CIDs00457933	9606.ENSP00000340191	activation	activation	t	990
9606.ENSP00000273783	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000273783	activation	activation	f	900
CIDm00010461	9606.ENSP00000306512	activation	activation	t	957
CIDm00054454	9606.ENSP00000225831	inhibition	inhibition	t	957
CIDm00002818	9606.ENSP00000370213	activation	activation	t	999
9606.ENSP00000308541	CIDs06445226	inhibition	inhibition	f	998
CIDs06445226	9606.ENSP00000308541	inhibition	inhibition	t	998
9606.ENSP00000355996	CIDm00000231	activation	activation	f	900
CIDm00000231	9606.ENSP00000355996	activation	activation	t	900
9606.ENSP00000272298	CIDm00004768	inhibition	inhibition	f	991
CIDm00004768	9606.ENSP00000272298	inhibition	inhibition	t	991
CIDs00072344	9606.ENSP00000361125	inhibition	inhibition	t	990
9606.ENSP00000205402	CIDm00000888	activation	activation	f	900
CIDm00000888	9606.ENSP00000205402	activation	activation	t	900
CIDs00006280	9606.ENSP00000270349	activation	activation	t	983
CIDm00003779	9606.ENSP00000387662	activation	activation	t	957
9606.ENSP00000384651	CIDm24755481	binding	activation	f	989
CIDm24755481	9606.ENSP00000384651	binding	activation	t	989
CIDm00005234	9606.ENSP00000419782	activation	activation	t	999
CIDm00002767	9606.ENSP00000262209	activation	activation	t	957
9606.ENSP00000281419	CIDs00006830	activation	activation	t	900
CIDs00006830	9606.ENSP00000281419	activation	activation	f	900
CIDm00000772	9606.ENSP00000296029	activation	activation	t	990
9606.ENSP00000254066	CIDm00005381	activation	activation	f	958
CIDm00005381	9606.ENSP00000254066	activation	activation	t	958
9606.ENSP00000265421	CIDm00000596	inhibition	inhibition	f	991
CIDm00000596	9606.ENSP00000265421	inhibition	inhibition	t	991
9606.ENSP00000249883	CIDm00000238	activation	activation	t	989
CIDm00000238	9606.ENSP00000249883	activation	activation	f	989
CIDs00163659	9606.ENSP00000363868	inhibition	inhibition	t	957
CIDs00005566	9606.ENSP00000349467	inhibition	inhibition	t	990
CIDm05311291	9606.ENSP00000358622	inhibition	inhibition	t	957
9606.ENSP00000280155	CIDs00443940	activation	activation	f	991
CIDs00443940	9606.ENSP00000280155	activation	activation	t	991
9606.ENSP00000309474	CIDs00387447	inhibition	inhibition	f	991
CIDs00387447	9606.ENSP00000309474	inhibition	inhibition	t	991
CIDm00004713	9606.ENSP00000363868	activation	activation	t	957
9606.ENSP00000273430	CIDs00123794	binding	activation	f	998
CIDs00123794	9606.ENSP00000273430	binding	activation	t	998
CIDs00005994	9606.ENSP00000372221	activation	activation	t	999
9606.ENSP00000303211	CIDs00005983	inhibition	inhibition	f	987
CIDs00005983	9606.ENSP00000303211	inhibition	inhibition	t	987
9606.ENSP00000361699	CIDs00005961	inhibition	inhibition	f	991
CIDs00005961	9606.ENSP00000361699	inhibition	inhibition	t	991
CIDm00003410	9606.ENSP00000344192	inhibition	inhibition	t	957
9606.ENSP00000393333	CIDm00054313	binding	activation	f	998
